wallet,tx_count,total_usd,avg_tx_usd,std_tx_usd,active_days,txn_per_day,deposit_count,borrow_count,repay_count,redeemunderlying_count,liquidationcall_count,net_deposit_usd,net_borrow_usd,borrow_repay_ratio,liquidation_flag,liquidation_freq,days_since_last_tx,entropy_of_actions,label,score
0x000ab43e658935ba39504a1424b01756c1e9644c,2,125017617321.78365,62508808660.89182,72327931344.01472,1,2.0,1,1,0,0,0,113652379383.43968,11365237938.343967,1.0,0,0.0,1435,0.99999999711461,500,500
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,77,621480018745619.2,8071169074618.432,18241219482693.383,124,0.6209677419354839,49,0,0,28,0,-74456929788698.22,0.0,0.0,0,0.0,1417,0.9456603017152501,500,500
0x000c8e2871750f458bf1de8ab528dda09bc95db6,4,1.569471153018596e+16,3923677882546490.0,1797765613470961.0,1,4.0,1,1,1,1,0,0.0,0.0,0.5,0,0.0,1543,1.9999999942292197,500,500
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,71,361968060767273.7,5098141700947.517,13692819259787.389,67,1.0597014925373134,20,20,17,14,0,13253200041266.781,30.778724645792067,1.1111111111111112,0,0.0,1414,1.9854237192894408,500,500
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,6,282105637602585.75,47017606267097.625,36557748284601.81,31,0.1935483870967742,4,1,1,0,0,282105637602505.3,-0.21165706442934606,0.5,0,0.0,1462,1.2516291630597378,500,500
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,1,1218108806.2153707,1218108806.2153707,0.0,1,1.0,1,0,0,0,0,1218108806.2153707,0.0,0.0,0,0.0,1494,-1.4426951595367387e-09,500,500
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,1,139205585052.03293,139205585052.03293,0.0,1,1.0,1,0,0,0,0,139205585052.03293,0.0,0.0,0,0.0,1513,-1.4426951595367387e-09,500,500
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,8,760406186167224.0,95050773270903.0,268844185346757.44,81,0.09876543209876543,1,3,2,2,0,760406186164829.1,383.074322660025,1.0,0,0.0,1424,1.9056390564587862,500,500
0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9,8,1.0409410810581128e+16,1301176351322641.0,1804415575030932.8,21,0.38095238095238093,6,0,0,2,0,3698583858056917.5,0.0,0.0,0,0.0,1412,0.8112781215737428,500,500
0x000e840a3122ec28d0c29321db172375cb049762,10,700190083689982.5,70019008368998.25,99955305284092.78,27,0.37037037037037035,5,2,2,1,0,700190083689013.9,-0.5656936323479158,0.6666666666666666,0,0.0,1496,1.760964041672901,500,500
0x000e9bd1d42999446d60ff60f1fb3afb13604202,22,107563333036182.23,4889242410735.556,6628872043643.636,2,11.0,8,6,4,4,0,25744914584313.71,-0.7470518613707071,1.2,0,0.0,1416,1.9362600217607473,500,500
0x000eab293e332bd6e67018a9150e8807bfac3233,1,1097254760600.487,1097254760600.487,0.0,1,1.0,1,0,0,0,0,1097254760600.487,0.0,0.0,0,0.0,1451,-1.4426951595367387e-09,500,500
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,2,184866250718716.7,92433125359358.34,14063312836349.223,16,0.125,1,0,0,1,0,19888527745060.703,0.0,0.0,0,0.0,1488,0.99999999711461,500,500
0x000f4432a40560bbff1b581a8b7aded8dab80026,25,6.687815264808566e+16,2675126105923426.5,4428335228268458.0,19,1.3157894736842106,7,6,3,9,0,-3900624642275184.0,37.60187222662353,1.5,0,0.0,1522,1.9060373050489667,500,500
0x000f7f22bfc28d940d4b68e13213ab17cf107790,73,1.504917014979466e+20,2.061530157506118e+18,2.1370620821553748e+18,3,24.333333333333332,26,19,13,15,0,1.647144093408297e+17,1.0155462941576806e+17,1.3571428571428572,0,0.0,1540,1.948302214793367,500,500
0x000f908720f9ce164d90f4fc89459fab4442907f,96,4652763195628203.0,48466283287793.78,49725187333262.555,2,48.0,32,30,17,17,0,3484187578621.0,3667230248725.125,1.6666666666666667,0,0.0,1492,1.937249427546552,500,500
0x000fbfec300959d0f2f327728a889c1f5de8e2df,8,1221284402660667.2,152660550332583.4,189246953913581.7,9,0.8888888888888888,3,1,1,3,0,241282746565345.12,310619112524.4375,0.5,0,0.0,1463,1.8112781186883526,500,500
0x0011730224657eb527cf736039854c3a3f140e63,4,4504053578690184.0,1126013394672546.0,448043168603329.3,1,4.0,1,1,1,1,0,-13354456275000.25,0.0,0.5,0,0.0,1547,1.9999999942292197,500,500
0x00120ea6fdbaf057eadc1bd149f957488444e92c,4,261125891711739.25,65281472927934.81,75380631128124.6,1,4.0,2,1,1,0,0,261125891711734.0,-0.013409613333635662,0.5,0,0.0,1470,1.4999999956719148,500,500
0x0012668072f7e0579caf7e047713d8b6d476d0db,2,2296181487521.5225,1148090743760.7612,34601886435.2318,3,0.6666666666666666,2,0,0,0,0,2296181487521.5225,0.0,0.0,0,0.0,1455,-1.4426951595367387e-09,500,500
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,231,2.810162514447535e+16,121652056902490.7,456675609437513.7,63,3.6666666666666665,101,24,93,11,2,1.4571356763873794e+16,4030041787337323.5,0.2553191489361702,1,0.031746031746031744,1459,1.6581820341450229,500,500
0x0012a7f00af8a643ba5a6aa187f915b4c13289df,1,9901298877476.562,9901298877476.562,0.0,1,1.0,0,0,0,1,0,-9901298877476.562,0.0,0.0,0,0.0,1462,-1.4426951595367387e-09,500,500
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,1,204240431458.08832,204240431458.08832,0.0,1,1.0,1,0,0,0,0,204240431458.08832,0.0,0.0,0,0.0,1510,-1.4426951595367387e-09,500,500
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,2,2.4353377818598245,1.2176688909299123,0.11586209436916378,7,0.2857142857142857,2,0,0,0,0,2.4353377818598245,0.0,0.0,0,0.0,1452,-1.4426951595367387e-09,500,500
0x0014dfac19477a83d7354e6eaac28642c1959398,36,1.6955739131985818e+17,4709927536662727.0,6003718757947821.0,31,1.1612903225806452,10,6,9,11,0,3885641205830656.0,-39.823146775255736,0.6,0,0.0,1485,1.9668103075828753,500,500
0x001589fe1923c2118f34e4277f2ef650fcbf0161,30,7354631136826288.0,245154371227542.94,435907702065381.25,133,0.22556390977443608,19,2,0,9,0,1582250006919274.5,1419946916528212.8,2.0,0,0.0,1413,1.198892332333469,500,500
0x00159370cbe576b765a7fb2e78582e0cb563d445,19,5890549265381775.0,310028908704303.94,358689500851795.2,21,0.9047619047619048,10,7,0,2,0,1360369109718905.5,2348736820286721.5,7.0,0,0.0,1415,1.359992487890403,200,200
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,2,28.274280802842668,14.137140401421334,0.009244452915407831,1,2.0,1,0,0,1,0,0.013073630689689253,0.0,0.0,0,0.0,1509,0.99999999711461,500,500
0x0016469a65facda9e86fd0ae0e9661128843c224,2,25344644512.20498,12672322256.10249,11308318340.330545,1,2.0,1,1,0,0,0,20668510838.36642,4676133673.838556,1.0,0,0.0,1527,0.99999999711461,500,500
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,1,202456720023.76752,202456720023.76752,0.0,1,1.0,1,0,0,0,0,202456720023.76752,0.0,0.0,0,0.0,1510,-1.4426951595367387e-09,500,500
0x00183135585d70a523d61b2e43037a7138b36906,54,7950981188305158.0,147240392376021.44,224776288550015.84,58,0.9310344827586207,15,13,10,16,0,932341065196007.8,2140716628118494.2,1.1818181818181819,0,0.0,1418,1.97843645530314,500,500
0x00184e8aa1e95f491f2d9601e12b540092160ded,4,254581016427600.2,63645254106900.05,44641250513158.11,1,4.0,1,1,1,1,0,0.0,0.0,0.5,0,0.0,1553,1.9999999942292197,500,500
0x0018583d7654803d2c59467e10dec5f70bbe1851,72,260583128.62381077,3619210.1197751495,4847859.3116912525,23,3.130434782608696,72,0,0,0,0,260583128.6238108,0.0,0.0,0,0.0,1505,-1.4426951595367387e-09,500,500
0x001875a076b3cfe1c9535d76b0345c16e3d61118,2,2.259609878203448,1.129804939101724,0.03753598212872956,6,0.3333333333333333,2,0,0,0,0,2.259609878203448,0.0,0.0,0,0.0,1456,-1.4426951595367387e-09,500,500
0x0018d044b946ede86b43bb3b964a45772a5abeb9,22,6.327048077727702e+16,2875930944421683.0,9274472026526066.0,54,0.4074074074074074,9,2,2,9,0,-5829818483552652.0,0.00020610417611766074,0.6666666666666666,0,0.0,1434,1.6840384298682611,500,500
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,5,203832303512191.25,40766460702438.25,91156577332592.83,15,0.3333333333333333,0,1,2,2,0,-203832303511953.53,-79.71916768908159,0.3333333333333333,0,0.0,1473,1.5219280905592771,500,500
0x0019bd9f6142943f3a03a8a62d0001a95213f555,1,126608392264.04059,126608392264.04059,0.0,1,1.0,1,0,0,0,0,126608392264.04059,0.0,0.0,0,0.0,1513,-1.4426951595367387e-09,500,500
0x001b024b98ee862aa01eea595c4c16a0213d2611,2,901292526286803.9,450646263143401.94,637310057169448.4,1,2.0,1,1,0,0,0,901292526286305.1,498.74059439622636,1.0,0,0.0,1555,0.99999999711461,500,500
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,32,46710787684955.08,1459712115154.8462,6038963129541.587,24,1.3333333333333333,10,6,7,9,0,46710787683820.1,-0.38401670203802496,0.75,0,0.0,1479,1.9715666998359511,500,500
0x001bc97d92e1a30b02d4e75be25f06063555d556,45,2.144197389330805e+17,4764883087401789.0,6943137836503910.0,10,4.5,12,10,9,14,0,1.5027105691605792e+16,-57.793890245084185,1.0,0,0.0,1487,1.9791614265741218,500,500
0x001be549fa377710b9e59d57bbdf593ce1e379ca,2,1586084926828.2158,793042463414.1079,1121531407276.951,21,0.09523809523809523,2,0,0,0,0,1586084926828.2158,0.0,0.0,0,0.0,1436,-1.4426951595367387e-09,500,500
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,2,1812428653548.6912,906214326774.3456,1281580591341.069,10,0.2,2,0,0,0,0,1812428653548.6912,0.0,0.0,0,0.0,1453,-1.4426951595367387e-09,500,500
0x001d2a3192a49e28cac0a7abcaa916648c62b982,1,1565990185332.6885,1565990185332.6885,0.0,1,1.0,1,0,0,0,0,1565990185332.6885,0.0,0.0,0,0.0,1455,-1.4426951595367387e-09,500,500
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,1,1.1337851305503868,1.1337851305503868,0.0,1,1.0,1,0,0,0,0,1.1337851305503868,0.0,0.0,0,0.0,1452,-1.4426951595367387e-09,500,500
0x001f96b7e19a54ae45f451b0148336504d03fdcf,1,566.6408226639782,566.6408226639782,0.0,1,1.0,1,0,0,0,0,566.6408226639782,0.0,0.0,0,0.0,1456,-1.4426951595367387e-09,500,500
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,6,1519907184015030.5,253317864002505.1,410723549012488.2,69,0.08695652173913043,5,0,0,1,0,872699279344858.4,0.0,0.0,0,0.0,1419,0.6500224187629642,500,500
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,1,0.02360514637371101,0.02360514637371101,0.0,1,1.0,1,0,0,0,0,0.02360514637371101,0.0,0.0,0,0.0,1457,-1.4426951595367387e-09,500,500
0x0020c5222a24e4a96b720c06b803fb8d34adc0af,1,2068000.9228473718,2068000.9228473718,0.0,1,1.0,0,0,0,1,0,-2068000.9228473718,0.0,0.0,0,0.0,1449,-1.4426951595367387e-09,500,500
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,2,1157956333789.6023,578978166894.8011,818798775940.5276,7,0.2857142857142857,2,0,0,0,0,1157956333789.6023,0.0,0.0,0,0.0,1456,-1.4426951595367387e-09,500,500
0x00222d56e0509a5e9ab05c588c548290a5e9f876,1,1105702376236.7202,1105702376236.7202,0.0,1,1.0,1,0,0,0,0,1105702376236.7202,0.0,0.0,0,0.0,1457,-1.4426951595367387e-09,500,500
0x002379916ac42a432f3b53f16782d33267debb4c,1,1188650795292.2615,1188650795292.2615,0.0,1,1.0,1,0,0,0,0,1188650795292.2615,0.0,0.0,0,0.0,1457,-1.4426951595367387e-09,500,500
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,2,2.259609878203448,1.129804939101724,0.03753598212872956,6,0.3333333333333333,2,0,0,0,0,2.259609878203448,0.0,0.0,0,0.0,1456,-1.4426951595367387e-09,500,500
0x0023d9ffe7d793895c5da5833d56c737832ead2b,2,15.189578905507386,7.594789452753693,3.580218559918991,1,2.0,2,0,0,0,0,15.189578905507386,0.0,0.0,0,0.0,1457,-1.4426951595367387e-09,500,500
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,1,5.129981410556754,5.129981410556754,0.0,1,1.0,1,0,0,0,0,5.129981410556754,0.0,0.0,0,0.0,1456,-1.4426951595367387e-09,500,500
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,2,3103305498262.0957,1551652749131.0479,78265990924.53313,2,1.0,2,0,0,0,0,3103305498262.0957,0.0,0.0,0,0.0,1456,-1.4426951595367387e-09,500,500
0x0024461e7a8ce7157866eaa4c24b702d328250ce,1,1015.376097255415,1015.376097255415,0.0,1,1.0,0,0,0,1,0,-1015.376097255415,0.0,0.0,0,0.0,1437,-1.4426951595367387e-09,500,500
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,1,26044090290.244564,26044090290.244564,0.0,1,1.0,1,0,0,0,0,26044090290.244564,0.0,0.0,0,0.0,1479,-1.4426951595367387e-09,500,500
0x00246f7813397868b1beec56e1677efa47816dae,44,2.5729137317581742e+19,5.847531208541306e+17,1.0417048520000959e+18,22,2.0,30,9,2,3,0,4.372973072456714e+17,3.441217258484193e+17,3.0,0,0.0,1485,1.3119104677892481,200,200
0x0025a856d01a898bd52286d56c52323b13937b65,1,142202497421.8183,142202497421.8183,0.0,1,1.0,1,0,0,0,0,142202497421.8183,0.0,0.0,0,0.0,1513,-1.4426951595367387e-09,500,500
0x00261d225db379b3fc74cd0228d6f90582d39035,2,36953356055.5266,18476678027.7633,19464160324.243465,1,2.0,1,1,0,0,0,32239917783.138004,4713438272.3885975,1.0,0,0.0,1525,0.99999999711461,500,500
0x00262ffcfda82b5582d1905ca05b849f196b0419,10,316.6518196284602,31.66518196284602,18.163659210870108,4,2.5,4,3,1,2,0,0.3837919583606606,0.2894518609389607,1.5,0,0.0,1490,1.8464393389002354,500,500
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,1,162091424281.99927,162091424281.99927,0.0,1,1.0,1,0,0,0,0,162091424281.99927,0.0,0.0,0,0.0,1511,-1.4426951595367387e-09,500,500
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,1,1.8629892980475518,1.8629892980475518,0.0,1,1.0,1,0,0,0,0,1.8629892980475518,0.0,0.0,0,0.0,1452,-1.4426951595367387e-09,500,500
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,1,204590866403.1135,204590866403.1135,0.0,1,1.0,1,0,0,0,0,204590866403.1135,0.0,0.0,0,0.0,1510,-1.4426951595367387e-09,500,500
0x002775390698ef16589bb22bba37ae7906ae2f36,30,153699288295457.47,5123309609848.582,11815119256513.256,21,1.4285714285714286,17,7,5,1,0,81790043756749.9,65136628004947.914,1.1666666666666667,0,0.0,1477,1.5486241488345447,500,500
0x0027c6cd01364a3c5d29f72269b36dfe85628193,1,1.8864509259060724,1.8864509259060724,0.0,1,1.0,1,0,0,0,0,1.8864509259060724,0.0,0.0,0,0.0,1450,-1.4426951595367387e-09,500,500
0x0027f7335d610f15b325baa5798414548720fcaa,13,646588504701103.5,49737577284700.266,179331385213597.75,2,6.5,6,2,2,3,0,646588504689458.1,-2.934727139073857,0.6666666666666666,0,0.0,1414,1.8339272118710497,500,500
0x00283b611db7844cb5677b311afd67c8e3078518,1,7.20152067392015,7.20152067392015,0.0,1,1.0,1,0,0,0,0,7.20152067392015,0.0,0.0,0,0.0,1450,-1.4426951595367387e-09,500,500
0x00296e3cb10f1ddf6be160aa9722d7a288957b66,1,37375320100.34612,37375320100.34612,0.0,1,1.0,1,0,0,0,0,37375320100.34612,0.0,0.0,0,0.0,1531,-1.4426951595367387e-09,500,500
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,2,2123490954986.433,1061745477493.2166,27232664739.509274,4,0.5,2,0,0,0,0,2123490954986.433,0.0,0.0,0,0.0,1456,-1.4426951595367387e-09,500,500
0x002a63fb3bb81ccc222e2d8192eb95a5767a2151,1,1.1058755718750974,1.1058755718750974,0.0,1,1.0,1,0,0,0,0,1.1058755718750974,0.0,0.0,0,0.0,1452,-1.4426951595367387e-09,500,500
0x002aea16059a7d4bef638a03b61a9e80ef07e745,41,5497117863011503.0,134076045439304.95,391628077947134.7,83,0.4939759036144578,12,10,5,14,0,-362936496253795.25,962299597626687.2,1.6666666666666667,0,0.0,1452,1.9148339417553335,500,500
0x002bb13a55bf4525f02717708dd4534ecc475193,2,3.1415513028579416,1.5707756514289708,1.1104296016700517,1,2.0,2,0,0,0,0,3.1415513028579416,0.0,0.0,0,0.0,1457,-1.4426951595367387e-09,500,500
0x002c77a71d54e6da4b28690fe1676752a74a67eb,1,1.1597473478486582,1.1597473478486582,0.0,1,1.0,1,0,0,0,0,1.1597473478486582,0.0,0.0,0,0.0,1457,-1.4426951595367387e-09,500,500
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,5,354758737515.6987,70951747503.13974,158652930530.64563,19,0.2631578947368421,2,1,1,1,0,354758737500.0,0.0,0.5,0,0.0,1540,1.921928089116582,500,500
0x002d2715b179d0db3e17cc28317a98f2f65e6884,253,3.4954365397429306e+17,1381595470254122.8,2674179995581143.5,102,2.480392156862745,98,64,38,53,0,3.856199686311934e+16,1.845739075209618e+16,1.641025641025641,0,0.0,1455,1.914841022180462,800,800
0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50,1,1058311089277.2931,1058311089277.2931,0.0,1,1.0,1,0,0,0,0,1058311089277.2931,0.0,0.0,0,0.0,1455,-1.4426951595367387e-09,500,500
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,29,7541229326272732.0,260042390561128.7,901972249451831.0,129,0.2248062015503876,5,5,16,3,0,7541229326263825.0,3121.3582514734217,0.29411764705882354,0,0.0,1421,1.6864579393210304,500,500
